Id,No,Major,Course,Score,Credit
16400,412,2,29,84.0,3.0
16401,118,0,30,47.0,1.0
16402,252,0,144,78.0,4.5
16403,270,1,172,79.0,2.0
16404,467,2,17,74.0,4.0
16405,329,1,0,50.0,3.0
16406,422,2,58,73.0,2.0
16407,337,1,21,79.0,1.0
16408,170,0,28,75.0,1.0
16409,182,0,23,81.0,2.0
16410,1,0,47,73.0,3.0
16411,194,0,30,46.0,1.0
16412,222,0,20,33.0,4.0
16413,457,2,48,68.0,6.0
16414,280,1,7,78.0,6.0
16415,142,0,39,82.0,1.0
16416,283,1,36,90.0,4.0
16417,255,1,9,60.0,4.5
16418,429,2,59,85.0,1.0
16419,91,0,42,61.0,1.0
16420,85,0,8,90.0,6.0
16421,435,2,109,62.0,3.0
16422,47,0,46,92.0,2.0
16423,245,0,55,84.0,2.0
16424,180,0,19,97.0,3.0
16425,270,1,59,91.0,1.0
16426,417,2,30,65.0,1.0
16427,322,1,153,93.0,3.0
16428,115,0,46,88.0,2.0
16429,156,0,135,85.0,1.0
16430,477,2,50,74.0,4.0
16431,294,1,116,78.0,2.0
16432,212,0,11,91.0,1.0
16433,271,1,105,90.0,3.0
16434,35,0,29,53.0,3.0
16435,174,0,12,87.0,1.0
16436,314,1,172,60.0,2.0
16437,255,1,25,60.0,3
16438,291,1,55,79.0,2.0
16439,319,1,43,80.0,3.0
16440,327,1,8,0.0,6.0
16441,173,0,1,63.0,4.0
16442,19,0,57,93.0,3.0
16443,201,0,57,77.0,3.0
16444,177,0,46,83.0,2.0
16445,454,2,43,87.0,3.0
16446,415,2,35,73.0,4.0
16447,268,1,54,88.0,2.0
16448,229,0,31,95.0,1.0
16449,175,0,44,77.0,2.5
16450,449,2,32,93.0,8.0
16451,283,1,169,87.0,0.5
16452,466,2,190,84.0,3.0
16453,141,0,56,82.0,3.5
16454,101,0,2,88.0,1.0
16455,34,0,7,90.0,6.0
16456,486,2,16,85.0,4.5
16457,378,2,37,89.0,2.0
16458,18,0,12,84.0,1.0
16459,420,2,50,68.0,4.0
16460,268,1,11,60.0,1.0
16461,313,1,30,60.0,1.0
16462,486,2,43,80.0,3.0
16463,202,0,134,80.0,2.5
16464,212,0,42,95.0,1.0
16465,319,1,20,65.0,4.0
16466,121,0,28,88.0,1.0
16467,200,0,32,94.0,8.0
16468,417,2,1,81.0,4.0
16469,119,0,41,92.0,1.0
16470,183,0,113,81.0,2.5
16471,319,1,36,67.0,4.0
16472,289,1,28,76.0,1.0
16473,342,1,161,75.0,2.0
16474,490,2,28,78.0,1.0
16475,263,1,1,54.0,4.0
16476,452,2,190,88.0,3.0
16477,397,2,59,90.0,1.0
16478,293,1,168,80.0,2.0
16479,438,2,50,76.0,4.0
16480,256,1,12,79.0,1.0
16481,24,0,6,62.0,4.0
16482,384,2,48,78.0,6.0
16483,155,0,127,86.0,3.0
16484,135,0,49,90.0,1.0
16485,175,0,26,75.0,1.0
16486,173,0,9,75.0,4.5
16487,204,0,37,72.0,2.0
16488,418,2,20,67.0,4.0
16489,43,0,9,57.0,4.5
16490,28,0,109,79.0,3
16491,220,0,49,96.0,1.0
16492,188,0,36,83.0,4.0
16493,166,0,24,97.0,1.0
16494,433,2,6,68.0,4.0
16495,158,0,50,84.0,4.0
16496,395,2,51,79.0,2.0
16497,250,0,12,84.0,1.0
16498,347,2,42,86.0,1.0
16499,244,0,30,60.0,1.0
16500,39,0,28,95.0,1.0
16501,350,2,40,87.0,1.0
16502,393,2,59,90.0,1.0
16503,376,2,37,89.0,2.0
16504,368,2,3,86.0,2.0
16505,398,2,25,87.0,3.0
16506,323,1,49,85.0,1.0
16507,117,0,42,90.0,1.0
16508,327,1,30,39.0,1.0
16509,170,0,8,60.0,6.0
16510,201,0,23,73.0,2.0
16511,212,0,40,60.0,1.0
16512,443,2,8,76.0,6.0
16513,362,2,191,60.0,3.0
16514,397,2,114,69.0,3.0
16515,340,1,29,89.0,3.0
16516,30,0,40,87.0,1.0
16517,227,0,49,93.0,1.0
16518,38,0,36,79.0,4.0
16519,269,1,163,81.0,3.5
16520,189,0,26,85.0,1.0
16521,166,0,14,83.0,3.0
16522,209,0,11,80.0,1.0
16523,35,0,20,75.0,4.0
16524,280,1,24,98.0,1.0
16525,134,0,57,84.0,3.0
16526,330,1,20,21.0,4.0
16527,6,0,119,82.0,3.0
16528,341,1,28,66.0,1.0
16529,235,0,8,89.0,6.0
16530,461,2,37,73.0,2.0
16531,25,0,9,68.0,4.5
16532,381,2,22,79.0,2.0
16533,353,2,109,84.0,3.0
16534,30,0,45,71.0,3.0
16535,242,0,111,86.0,2.5
16536,460,2,9,74.0,4.5
16537,227,0,116,82.0,2.0
16538,221,0,15,63.0,3.5
16539,401,2,32,96.0,8.0
16540,135,0,52,70.0,1.0
16541,412,2,5,82.0,3.0
16542,60,0,46,95.0,2.0
16543,441,2,20,76.0,4.0
16544,23,0,40,86.0,1.0
16545,344,2,37,81.0,2.0
16546,75,0,22,80.0,2.0
16547,249,0,130,80.0,2.5
16548,95,0,43,83.8,3.0
16549,159,0,7,75.0,6.0
16550,45,0,7,84.0,6.0
16551,475,2,17,68.0,4.0
16552,309,1,52,67.0,1.0
16553,256,1,116,90.0,2.0
16554,46,0,59,84.4,1
16555,251,0,59,93.0,1.0
16556,414,2,57,86.0,3.0
16557,100,0,45,29.0,3.0
16558,419,2,31,100.0,1.0
16559,422,2,36,85.0,4.0
16560,421,2,35,83.0,4.0
16561,38,0,38,74.0,2.0
16562,444,2,50,69.0,4.0
16563,104,0,16,90.0,4.5
16564,277,1,46,90.0,2.0
16565,247,0,48,73.0,6.0
16566,406,2,8,99.0,6.0
16567,109,0,37,74.0,2.0
16568,162,0,58,72.0,2.0
16569,37,0,18,82.0,2.5
16570,258,1,20,88.0,4.0
16571,353,2,114,91.0,3.0
16572,402,2,50,85.0,4.0
16573,309,1,42,85.0,1.0
16574,365,2,13,76.0,2.0
16575,158,0,25,92.0,3.0
16576,72,0,13,77.0,2.0
16577,417,2,187,80.0,0.5
16578,22,0,11,90.0,1.0
16579,432,2,9,77.0,4.5
16580,285,1,45,35.0,3.0
16581,199,0,119,66.0,3.0
16582,245,0,45,79.0,3.0
16583,191,0,57,79.0,3.0
16584,325,1,25,89.0,3.0
16585,94,0,48,93.0,6.0
16586,149,0,46,80.0,2.0
16587,486,2,28,88.0,1.0
16588,276,1,157,85.0,1.0
16589,107,0,3,76.0,2.0
16590,290,1,26,68.0,1.0
16591,19,0,13,89.0,2.0
16592,304,1,116,93.0,2.0
16593,8,0,43,76.0,3.0
16594,118,0,137,85.0,2.5
16595,27,0,11,80.0,1.0
16596,224,0,26,85.0,1.0
16597,135,0,13,73.0,2.0
16598,223,0,19,96.0,3.0
16599,302,1,30,31.0,1.0
16600,207,0,130,74.0,2.5
16601,232,0,17,75.0,4.0
16602,441,2,189,96.0,3.0
16603,333,1,50,83.0,4.0
16604,453,2,13,90.0,2.0
16605,194,0,29,61.0,3.0
16606,418,2,77,74.0,4.0
16607,303,1,51,86.0,2.0
16608,93,0,55,78.0,2.0
16609,434,2,39,82.0,1.0
16610,422,2,3,67.0,2.0
16611,363,2,54,89.0,2.0
16612,428,2,29,87.0,3.0
16613,331,1,26,75.0,1.0
16614,313,1,1,66.0,4.0
16615,381,2,20,78.0,4.0
16616,96,0,24,91.0,1.0
16617,485,2,109,79.0,3.0
16618,278,1,171,88.0,2.0
16619,111,0,36,83.0,4.0
16620,240,0,21,63.0,1.0
16621,172,0,131,90.0,2.5
16622,458,2,52,74.0,1.0
16623,67,0,38,90.0,2.0
16624,296,1,28,83.0,1.0
16625,266,1,172,87.0,2.0
16626,332,1,28,69.0,1.0
16627,7,0,9,69.0,4.5
16628,397,2,17,80.0,4.0
16629,209,0,109,66.0,3.0
16630,43,0,53,62.0,3.0
16631,126,0,16,74.0,4.5
16632,339,1,5,70.0,3.0
16633,482,2,40,87.0,1.0
16634,421,2,42,86.0,1.0
16635,314,1,16,77.0,4.5
16636,343,1,2,85.0,1.0
16637,81,0,57,71.0,3.0
16638,335,1,40,70.0,1.0
16639,1,0,1,64.0,4.0
16640,179,0,51,76.0,2.0
16641,118,0,29,80.0,3.0
16642,240,0,19,48.0,3.0
16643,109,0,126,81.0,2.5
16644,78,0,16,82.0,4.5
16645,242,0,29,72.0,3.0
16646,126,0,28,50.0,1.0
16647,287,1,51,61.0,2.0
16648,413,2,52,88.0,1.0
16649,37,0,46,83.0,2.0
16650,287,1,58,73.0,2.0
16651,232,0,23,85.0,2.0
16652,470,2,199,75.0,0.5
16653,112,0,30,70.0,1.0
16654,171,0,13,66.0,2.0
16655,481,2,77,83.0,4.0
16656,164,0,10,72.0,2.0
16657,133,0,6,60.0,4.0
16658,156,0,30,72.0,1.0
16659,479,2,30,71.0,1.0
16660,468,2,40,63.0,1.0
16661,76,0,7,84.0,6.0
16662,185,0,2,87.0,1.0
16663,194,0,19,67.0,3.0
16664,22,0,5,80.0,3.0
16665,275,1,124,80.0,0.5
16666,23,0,38,48.0,2.0
16667,68,0,53,67.0,3.0
16668,336,1,116,75.0,2.0
16669,437,2,49,78.0,1.0
16670,393,2,13,88.0,2.0
16671,219,0,6,80.0,4.0
16672,469,2,20,88.0,4.0
16673,7,0,52,78.0,1.0
16674,401,2,29,77.0,3.0
16675,4,0,120,90.0,1.0
16676,449,2,28,86.0,1.0
16677,483,2,3,80.0,2.0
16678,32,0,0,65.0,3.0
16679,44,0,26,88.0,1.0
16680,6,0,50,74.0,4.0
16681,485,2,30,97.0,1.0
16682,489,2,49,90.0,1.0
16683,214,0,40,84.0,1.0
16684,74,0,52,86.0,1.0
16685,427,2,24,98.0,1.0
16686,263,1,35,73.0,4.0
16687,307,1,48,75.0,6.0
16688,124,0,43,81.0,3.0
16689,17,0,52,88.0,1.0
16690,26,0,26,68.0,1.0
16691,352,2,37,74.0,2.0
16692,307,1,6,76.0,4.0
16693,208,0,36,80.0,4.0
16694,37,0,0,81.0,3.0
16695,268,1,3,71.0,2.0
16696,130,0,130,85.0,2.5
16697,70,0,122,0.0,2.5
16698,87,0,21,87.0,1.0
16699,320,1,8,84.0,6.0
16700,286,1,22,82.0,2.0
16701,274,1,22,80.0,2.0
16702,54,0,111,64.0,2.5
16703,127,0,11,94.0,1.0
16704,113,0,56,75.0,3.5
16705,316,1,29,96.0,3.0
16706,408,2,51,77.0,2.0
16707,160,0,18,92.0,2.5
16708,139,0,119,64.0,3.0
16709,137,0,48,91.0,6.0
16710,201,0,42,60.0,1.0
16711,315,1,146,64.0,3.0
16712,7,0,21,76.0,1.0
16713,402,2,188,73.0,3.0
16714,164,0,53,90.0,3.0
16715,335,1,168,82.0,2.0
16716,125,0,30,66.0,1.0
16717,109,0,24,79.0,1.0
16718,24,0,7,85.0,6.0
16719,335,1,56,77.0,3.5
16720,417,2,194,74.0,2.0
16721,30,0,56,78.0,3.5
16722,78,0,10,72.0,2.0
16723,408,2,13,75.0,2.0
16724,374,2,13,76.0,2.0
16725,258,1,42,70.0,1.0
16726,250,0,37,68.0,2.0
16727,303,1,166,92.0,1.0
16728,178,0,3,69.0,2.0
16729,122,0,46,90.0,2.0
16730,469,2,50,83.0,4.0
16731,132,0,31,90.0,1.0
16732,119,0,6,73.0,4.0
16733,233,0,115,89.0,1.0
16734,275,1,26,76.0,1.0
16735,84,0,52,79.0,1.0
16736,330,1,163,63.0,3.5
16737,292,1,49,96.0,1.0
16738,450,2,21,88.0,1.0
16739,441,2,35,93.0,4.0
16740,35,0,40,90.0,1.0
16741,86,0,21,75.0,1.0
16742,288,1,35,70.0,4.0
16743,160,0,41,98.0,1.0
16744,159,0,28,60.0,1.0
16745,79,0,37,72.0,2.0
16746,147,0,52,60.0,1.0
16747,367,2,32,89.0,8.0
16748,370,2,23,77.0,2.0
16749,19,0,16,84.0,4.5
16750,97,0,58,83.0,2.0
16751,353,2,42,76.0,1.0
16752,64,0,42,66.0,1.0
16753,218,0,3,73.0,2.0
16754,192,0,131,80.0,2.5
16755,119,0,32,93.0,8.0
16756,406,2,109,82.0,3.0
16757,318,1,35,82.0,4.0
16758,77,0,36,72.0,4.0
16759,78,0,122,60.0,2.5
16760,484,2,201,84.0,2.0
16761,207,0,32,92.0,8.0
16762,237,0,37,70.0,2.0
16763,222,0,21,80.0,1.0
16764,115,0,9,64.0,4.5
16765,134,0,130,90.0,2.5
16766,228,0,52,79.0,1.0
16767,323,1,153,89.0,3.0
16768,122,0,54,90.0,2.0
16769,188,0,12,85.0,1.0
16770,83,0,53,78.0,3.0
16771,278,1,54,91.0,2.0
16772,376,2,52,82.0,1.0
16773,438,2,190,88.0,3.0
16774,5,0,11,80.0,1.0
16775,281,1,21,86.0,1.0
16776,149,0,135,84.0,1.0
16777,12,0,37,76.0,2.0
16778,44,0,46,90.0,2.0
16779,186,0,20,79.0,4.0
16780,359,2,17,71.0,4.0
16781,462,2,1,75.0,4.0
16782,138,0,3,80.0,2.0
16783,226,0,34,88.0,2.5
16784,121,0,37,83.0,2.0
16785,77,0,49,94.0,1.0
16786,198,0,59,93.0,1.0
16787,267,1,54,88.0,2.0
16788,463,2,7,83.0,6.0
16789,67,0,3,67.0,2.0
16790,68,0,22,77.0,2.0
16791,60,0,119,61.0,3.0
16792,9,0,39,79.0,1.0
16793,485,2,36,81.0,4.0
16794,7,0,44,77.0,2.5
16795,47,0,9,76.0,4.5
16796,200,0,48,74.0,6.0
16797,346,2,55,62.0,2.0
16798,250,0,44,70.0,2.5
16799,486,2,45,74.0,3.0
16800,38,0,34,84.0,2.5
16801,302,1,10,35.0,2.0
16802,395,2,29,93.0,3.0
16803,351,2,188,69.0,3.0
16804,468,2,49,85.0,1.0
16805,252,0,45,79.0,3.0
16806,218,0,117,77.0,3.5
16807,174,0,57,66.0,3.0
16808,432,2,109,73.0,3.0
16809,208,0,22,75.0,2.0
16810,346,2,57,74.0,3.0
16811,266,1,49,87.0,1.0
16812,251,0,80,60.0,2.0
16813,154,0,55,72.0,2.0
16814,174,0,55,66.0,2.0
16815,35,0,3,68.0,2.0
16816,170,0,44,65.0,2.5
16817,381,2,188,80.0,3.0
16818,199,0,32,94.0,8.0
16819,390,2,54,87.0,2.0
16820,438,2,49,80.0,1.0
16821,273,1,5,84.0,3.0
16822,156,0,5,84.0,3.0
16823,322,1,165,88.0,3.0
16824,291,1,127,85.0,3.0
16825,15,0,51,61.0,2.0
16826,481,2,73,87.0,0.5
16827,128,0,32,90.0,8.0
16828,63,0,117,73.0,3.5
16829,5,0,57,64.0,3.0
16830,25,0,113,69.0,2.5
16831,276,1,169,88.0,0.5
16832,235,0,51,84.0,2.0
16833,94,0,15,39.0,3.5
16834,74,0,25,96.0,3.0
16835,377,2,26,84.0,1.0
16836,122,0,42,76.0,1.0
16837,132,0,24,96.0,1.0
16838,143,0,51,91.0,2.0
16839,17,0,48,100.0,6.0
16840,213,0,105,88.0,3.0
16841,197,0,11,88.0,1.0
16842,311,1,26,85.0,1.0
16843,219,0,20,62.0,4.0
16844,257,1,56,85.0,3.5
16845,208,0,114,70.0,3
16846,286,1,174,86.0,1.0
16847,313,1,127,65.0,3.0
16848,342,1,21,73.0,1.0
16849,343,1,105,90.0,3.0
16850,76,0,57,93.0,3.0
16851,286,1,7,83.0,6.0
16852,20,0,40,93.0,1.0
16853,294,1,26,64.0,1.0
16854,480,2,189,97.0,3.0
16855,415,2,54,86.0,2.0
16856,223,0,57,79.0,3.0
16857,402,2,40,87.0,1.0
16858,384,2,189,99.0,3.0
16859,203,0,37,92.0,2.0
16860,342,1,37,73.0,2.0
16861,408,2,17,63.0,4.0
16862,67,0,24,85.0,1.0
16863,343,1,16,62.0,4.5
16864,49,0,116,80.0,2
16865,168,0,26,85.0,1.0
16866,383,2,17,72.0,4.0
16867,90,0,48,83.0,6.0
16868,51,0,43,70.0,3.0
16869,137,0,44,86.0,2.5
16870,462,2,190,88.0,3.0
16871,36,0,39,83.0,1.0
16872,386,2,12,84.0,1.0
16873,241,0,0,93.0,3.0
16874,45,0,56,69.0,3.5
16875,454,2,40,73.0,1.0
16876,356,2,29,94.0,3.0
16877,104,0,15,75.0,3.5
16878,128,0,52,80.0,1.0
16879,348,2,59,90.0,1.0
16880,254,1,76,32.0,3.0
16881,288,1,42,60.0,1.0
16882,164,0,109,75.0,3.0
16883,130,0,28,92.0,1.0
16884,395,2,39,85.0,1.0
16885,100,0,24,99.0,1.0
16886,460,2,201,74.0,2.0
16887,180,0,134,84.0,2.5
16888,43,0,56,60.0,3.5
16889,371,2,46,80.0,2.0
16890,451,2,36,78.0,4.0
16891,256,1,35,76.0,4.0
16892,254,1,91,61.0,3.0
16893,415,2,11,77.0,1.0
16894,432,2,58,66.0,2.0
16895,377,2,194,88.0,2.0
16896,390,2,191,73.0,3.0
16897,158,0,16,70.0,4.5
16898,85,0,11,90.0,1.0
16899,109,0,8,66.0,6.0
16900,356,2,7,81.0,6.0
16901,18,0,47,94.0,3.0
16902,38,0,18,85.0,2.5
16903,285,1,56,74.0,3.5
16904,329,1,29,81.0,3.0
16905,30,0,55,66.0,2.0
16906,117,0,27,97.0,2.0
16907,348,2,17,68.0,4.0
16908,116,0,11,92.0,1.0
16909,326,1,30,83.0,1.0
16910,124,0,130,86.0,2.5
16911,228,0,16,84.0,4.5
16912,137,0,35,94.0,4.0
16913,398,2,46,85.0,2.0
16914,80,0,7,82.0,6.0
16915,397,2,20,72.0,4.0
16916,421,2,23,78.0,2.0
16917,449,2,49,72.0,1.0
16918,80,0,8,46.0,6.0
16919,275,1,37,78.0,2.0
16920,345,2,21,84.0,1.0
16921,157,0,3,78.0,2.0
16922,315,1,9,63.0,4.5
16923,309,1,105,89.0,3.0
16924,294,1,43,44.0,3.0
16925,113,0,134,90.0,2.5
16926,478,2,35,85.0,4.0
16927,157,0,16,84.0,4.5
16928,63,0,57,66.0,3.0
16929,355,2,36,82.0,4.0
16930,427,2,46,80.0,2.0
16931,440,2,189,100.0,3.0
16932,482,2,59,86.0,1.0
16933,109,0,16,73.0,4.5
16934,33,0,37,80.0,2.0
16935,369,2,50,64.0,4.0
16936,232,0,45,74.0,3.0
16937,162,0,136,0.0,1.0
16938,271,1,52,86.0,1.0
16939,300,1,30,71.0,1.0
16940,381,2,49,85.0,1.0
16941,421,2,45,76.0,3.0
16942,420,2,2,77.0,1.0
16943,469,2,1,96.0,4.0
16944,121,0,21,84.0,1.0
16945,436,2,13,74.0,2.0
16946,167,0,2,83.0,1.0
16947,174,0,16,80.0,4.5
16948,321,1,42,70.0,1.0
16949,159,0,50,83.0,4.0
16950,267,1,2,87.0,1.0
16951,126,0,37,83.0,2.0
16952,238,0,2,94.0,1.0
16953,20,0,17,55.0,4.0
16954,268,1,16,85.0,4.5
16955,65,0,46,95.0,2.0
16956,481,2,42,80.0,1.0
16957,391,2,187,60.0,0.5
16958,413,2,190,76.0,3.0
16959,211,0,113,78.0,2.5
16960,487,2,187,84.0,0.5
16961,453,2,58,84.0,2.0
16962,374,2,48,87.0,6.0
16963,132,0,10,71.0,2.0
16964,459,2,22,76.0,2.0
16965,308,1,54,85.0,2.0
16966,23,0,44,66.0,2.5
16967,323,1,9,82.0,4.5
16968,468,2,6,72.0,4.0
16969,475,2,54,80.0,2.0
16970,46,0,30,22.0,1.0
16971,160,0,51,85.0,2.0
16972,85,0,115,88.0,1.0
16973,326,1,8,85.0,6.0
16974,379,2,28,82.0,1.0
16975,351,2,25,74.0,3.0
16976,408,2,10,85.0,2.0
16977,340,1,37,92.0,2.0
16978,440,2,9,73.0,4.5
16979,222,0,135,82.0,1.0
16980,328,1,40,87.0,1.0
16981,425,2,37,88.0,2.0
16982,392,2,11,83.0,1.0
16983,61,0,40,93.0,1.0
16984,196,0,127,69.0,3.0
16985,190,0,29,90.0,3.0
16986,46,0,27,80.2,2.0
16987,452,2,51,85.0,2.0
16988,76,0,15,83.0,3.5
16989,440,2,19,86.0,3.0
16990,430,2,13,72.0,2.0
16991,176,0,114,65.0,3
16992,62,0,3,69.0,2.0
16993,46,0,45,78.0,3.0
16994,239,0,12,93.0,1.0
16995,237,0,43,79.0,3.0
16996,420,2,20,72.0,4.0
16997,419,2,49,89.0,1.0
16998,413,2,12,83.0,1.0
16999,28,0,50,78.0,4.0
17000,346,2,40,92.0,1.0
17001,338,1,25,77.0,3.0
17002,483,2,190,90.0,3.0
17003,268,1,10,70.0,2.0
17004,10,0,37,82.0,2.0
17005,116,0,53,87.0,3.0
17006,468,2,17,77.0,4.0
17007,429,2,109,92.0,3.0
17008,172,0,58,75.0,2.0
17009,12,0,7,61.0,6.0
17010,329,1,22,78.0,2.0
17011,289,1,54,89.0,2.0
17012,262,1,165,90.0,3.0
17013,20,0,19,73.0,3.0
17014,234,0,137,88.0,2.5
17015,402,2,191,78.0,3.0
17016,184,0,138,62.0,2.0
17017,298,1,21,84.0,1.0
17018,326,1,12,77.0,1.0
17019,77,0,29,63.0,3.0
17020,413,2,42,88.0,1.0
17021,447,2,199,85.0,0.5
17022,71,0,2,82.0,1.0
17023,391,2,16,84.0,4.5
17024,103,0,25,97.0,3.0
17025,162,0,17,61.0,4.0
17026,15,0,122,37.0,2.5
17027,322,1,56,76.0,3.5
17028,275,1,11,73.0,1.0
17029,185,0,49,85.0,1.0
17030,195,0,1,56.0,4.0
17031,282,1,22,80.0,2.0
17032,71,0,21,80.0,1.0
17033,190,0,45,73.0,3.0
17034,365,2,42,88.0,1.0
17035,395,2,40,88.0,1.0
17036,289,1,35,65.0,4.0
17037,63,0,3,80.0,2.0
17038,206,0,20,48.0,4.0
17039,131,0,52,71.0,1.0
17040,257,1,146,77.0,3.0
17041,482,2,28,75.0,1.0
17042,46,0,22,69.0,2.0
17043,408,2,28,92.0,1.0
17044,403,2,7,83.0,6.0
17045,374,2,32,84.0,8.0
17046,456,2,17,64.0,4.0
17047,294,1,163,52.0,3.5
17048,307,1,163,62.0,3.5
17049,8,0,41,70.0,1.0
17050,191,0,19,69.0,3.0
17051,339,1,9,80.0,4.5
17052,412,2,16,75.0,4.5
17053,363,2,5,75.0,3.0
17054,334,1,42,94.0,1.0
17055,267,1,124,88.0,0.5
17056,102,0,35,77.0,4.0
17057,262,1,28,76.0,1.0
17058,168,0,21,81.0,1.0
17059,463,2,16,74.0,4.5
17060,33,0,43,81.0,3.0
17061,231,0,55,77.0,2.0
17062,225,0,29,87.0,3.0
17063,231,0,18,71.0,2.5
17064,303,1,13,81.0,2.0
17065,37,0,7,81.0,6.0
17066,139,0,31,95.0,1.0
17067,432,2,16,80.0,4.5
17068,352,2,58,84.0,2.0
17069,376,2,5,83.0,3.0
17070,188,0,8,62.0,6.0
17071,139,0,23,74.0,2.0
17072,339,1,35,87.0,4.0
17073,132,0,2,80.0,1.0
17074,480,2,20,84.0,4.0
17075,7,0,53,49.0,3.0
17076,337,1,29,79.0,3.0
17077,392,2,29,89.0,3.0
17078,321,1,48,69.0,6.0
17079,333,1,2,86.0,1.0
17080,204,0,3,72.0,2.0
17081,250,0,19,67.0,3.0
17082,316,1,36,77.0,4.0
17083,59,0,31,95.0,1.0
17084,164,0,20,76.0,4.0
17085,363,2,19,78.0,3.0
17086,286,1,161,80.0,2.0
17087,154,0,57,42.0,3.0
17088,295,1,3,68.0,2.0
17089,424,2,8,83.0,6.0
17090,145,0,25,91.0,3.0
17091,114,0,16,75.0,4.5
17092,445,2,22,76.0,2.0
17093,338,1,5,22.0,3.0
17094,248,0,51,66.0,2.0
17095,454,2,1,72.0,4.0
17096,170,0,36,76.0,4.0
17097,123,0,106,79.0,8.0
17098,46,0,29,55.0,3.0
17099,55,0,49,86.0,1.0
17100,172,0,6,76.0,4.0
17101,153,0,35,60.0,4.0
17102,485,2,20,71.0,4.0
17103,363,2,39,85.0,1.0
17104,320,1,11,76.0,1.0
17105,339,1,54,90.0,2.0
17106,442,2,199,90.0,0.5
17107,125,0,5,78.0,3.0
17108,103,0,16,84.0,4.5
17109,19,0,109,79.0,3
17110,129,0,32,93.0,8.0
17111,168,0,50,82.0,4.0
17112,167,0,46,80.0,2.0
17113,160,0,6,74.0,4.0
17114,286,1,0,80.0,3.0
17115,138,0,22,67.0,2.0
17116,109,0,53,81.0,3.0
17117,135,0,8,80.0,6.0
17118,458,2,54,80.0,2.0
17119,106,0,12,83.0,1.0
17120,480,2,31,95.0,1.0
17121,98,0,12,88.0,1.0
17122,206,0,40,92.0,1.0
17123,398,2,50,76.0,4.0
17124,283,1,5,75.0,3.0
17125,152,0,6,60.0,4.0
17126,146,0,3,90.0,2.0
17127,113,0,3,60.0,2.0
17128,320,1,123,86.0,2.5
17129,174,0,134,92.0,2.5
17130,119,0,31,90.0,1.0
17131,459,2,199,90.0,0.5
17132,136,0,30,79.0,1.0
17133,475,2,59,84.0,1.0
17134,45,0,8,65.0,6.0
17135,408,2,21,88.0,1.0
17136,409,2,49,90.0,1.0
17137,27,0,34,87.0,2.5
17138,321,1,50,80.0,4.0
17139,56,0,21,87.0,1.0
17140,477,2,13,72.0,2.0
17141,14,0,113,68.0,2.5
17142,209,0,54,85.0,2.0
17143,378,2,52,80.0,1.0
17144,431,2,45,63.0,3.0
17145,300,1,19,87.0,3.0
17146,264,1,166,85.0,1.0
17147,252,0,1,78.0,4.0
17148,101,0,1,64.0,4.0
17149,217,0,11,80.0,1.0
17150,7,0,55,62.0,2.0
17151,129,0,128,72.0,2.5
17152,245,0,136,80.0,1.0
17153,296,1,124,85.0,0.5
17154,21,0,37,75.0,2.0
17155,310,1,56,77.0,3.5
17156,295,1,55,85.0,2.0
17157,398,2,31,95.0,1.0
17158,489,2,113,50.0,2.5
17159,22,0,116,78.0,2
17160,349,2,54,85.0,2.0
17161,207,0,131,82.0,2.5
17162,300,1,37,85.0,2.0
17163,91,0,58,78.0,2.0
17164,458,2,187,86.0,0.5
17165,285,1,146,63.0,3.0
17166,199,0,31,90.0,1.0
17167,411,2,57,82.0,3.0
17168,223,0,55,72.0,2.0
17169,63,0,36,84.0,4.0
17170,273,1,116,91.0,2.0
17171,292,1,52,85.0,1.0
17172,200,0,25,70.0,3.0
17173,180,0,48,88.0,6.0
17174,267,1,10,70.0,2.0
17175,477,2,73,78.0,0.5
17176,425,2,109,91.0,3.0
17177,269,1,25,92.0,3
17178,452,2,195,81.0,2.0
17179,152,0,51,68.0,2.0
17180,139,0,37,62.0,2.0
17181,415,2,7,85.0,6.0
17182,429,2,200,88.0,3.0
17183,470,2,1,72.0,4.0
17184,62,0,58,65.0,2.0
17185,327,1,35,46.0,4.0
17186,304,1,54,90.0,2.0
17187,281,1,162,74.0,3.0
17188,35,0,48,48.0,6.0
17189,289,1,12,82.0,1.0
17190,323,1,161,82.0,2.0
17191,210,0,24,98.0,1.0
17192,206,0,111,68.0,2.5
17193,321,1,1,51.0,4.0
17194,86,0,56,65.0,3.5
17195,40,0,15,65.0,3.5
17196,308,1,0,76.0,3.0
17197,356,2,46,83.0,2.0
17198,262,1,11,85.0,1.0
17199,54,0,5,72.0,3.0
17200,433,2,22,78.0,2.0
17201,184,0,132,79.0,2.5
17202,200,0,23,69.0,2.0
17203,165,0,12,91.0,1.0
17204,472,2,189,100.0,3.0
17205,45,0,117,76.0,3.5
17206,372,2,30,73.0,1.0
17207,215,0,0,60.0,3.0
17208,115,0,1,52.0,4.0
17209,363,2,190,85.0,3.0
17210,363,2,109,70.0,3.0
17211,355,2,54,91.0,2.0
17212,81,0,3,66.0,2.0
17213,85,0,0,87.0,3.0
17214,194,0,13,78.0,2.0
17215,361,2,40,76.0,1.0
17216,88,0,32,89.0,8.0
17217,432,2,10,53.0,2.0
17218,418,2,7,85.0,6.0
17219,279,1,174,86.0,1.0
17220,74,0,42,91.0,1.0
17221,484,2,2,86.0,1.0
17222,388,2,77,84.0,4.0
